VehicleName,Timestamp,Latitude,Longitude,RoadTemp
204557,2014-02-20 16:30:08.000000,46.71398,-92.25651,29.0
204557,2014-02-20 16:40:06.000000,46.6968,-92.37022,29.5
204557,2014-02-20 16:50:06.000000,46.6989,-92.43529,28.5
204557,2014-02-20 17:00:00.000000,46.70427,-92.29379,29.5
204557,2014-02-20 17:10:08.000000,46.74125,-92.18085,28.8
204557,2014-02-20 17:20:08.000000,46.71112,-92.27166,28.8
204557,2014-02-20 17:30:06.000000,46.72624,-92.21168,28.5
204557,2014-02-20 17:40:06.000000,46.71587,-92.25181,28.3
204557,2014-02-20 17:50:04.000000,46.69651,-92.3459,29.8
204557,2014-02-20 18:00:08.000000,46.7258,-92.21818,28.0
204557,2014-02-20 18:10:06.000000,46.70733,-92.27865,28.3
204557,2014-02-20 18:30:11.000000,46.70627,-92.27813,29.0
204557,2014-02-20 18:40:10.000000,46.69948,-92.38953,29.5
204557,2014-02-20 18:50:08.000000,46.69568,-92.44341,28.3
204557,2014-02-20 19:00:06.000000,46.69974,-92.32239,28.5
204557,2014-02-20 19:10:12.000000,46.72729,-92.21744,29.5
204557,2014-02-20 19:20:10.000000,46.72722,-92.21749,30.5
204557,2014-02-20 19:30:08.000000,46.72611,-92.22137,29.8
204557,2014-02-20 19:47:30.000000,46.70203,-92.27584,29.5
204557,2014-02-20 19:50:00.000000,46.70543,-92.28806,30.8
204557,2014-02-20 20:00:30.000000,46.69974,-92.42883,29.8
204557,2014-02-20 20:10:04.000000,46.69869,-92.38288,29.5
204557,2014-02-20 20:20:02.000000,46.71178,-92.26134,29.0
204557,2014-02-20 20:30:00.000000,46.73488,-92.19583,29.8
204557,2014-02-20 20:40:00.000000,46.70804,-92.27947,29.5
204557,2014-02-20 20:50:30.000000,46.69924,-92.38548,29.8
204557,2014-02-20 21:00:02.000000,46.69506,-92.44469,29.3
204557,2014-02-20 21:10:02.000000,46.69658,-92.35859,29.3
204557,2014-02-20 21:20:00.000000,46.70228,-92.30144,29.8
204557,2014-02-20 21:30:00.000000,46.70345,-92.29927,29.8
204557,2014-02-20 21:40:04.000000,46.72565,-92.2172,29.3
204557,2014-02-20 21:50:02.000000,46.72896,-92.20436,30.0
204557,2014-02-20 22:00:00.000000,46.7057,-92.27803,29.5
204557,2014-02-20 22:30:17.000000,46.70171,-92.27485,37.5
204557,2014-02-20 22:40:14.000000,46.69833,-92.33228,33.8
204557,2014-02-20 22:50:12.000000,46.70222,-92.30748,30.0
204557,2014-02-20 23:00:12.000000,46.72603,-92.2205,29.3
204557,2014-02-20 23:10:16.000000,46.76306,-92.12504,30.3
204557,2014-02-20 23:20:14.000000,46.80837,-92.06116,30.8
